jobid1,id_seller,id_car,car_value,car_sold,car_transition_date
634,S028,C0633,13913,14677,2016-04-20
635,S017,C0634,17033,17797,2016-09-05
636,S071,C0635,17924,18688,2016-08-12
637,S006,C0636,16757,17521,2016-04-26
638,S051,C0637,16525,17289,2016-04-05
639,S055,C0638,18976,19740,2016-03-06
640,S037,C0639,12096,12860,2017-01-07
641,S050,C0640,15877,16641,2016-04-14
642,S087,C0641,12472,13236,2016-04-15
643,S037,C0642,18436,19200,2016-07-28
644,S039,C0643,11652,12416,2017-01-07
645,S096,C0644,13829,14593,2016-07-22
646,S014,C0645,10348,11112,2016-11-14
647,S041,C0646,12238,13002,2017-01-27
648,S093,C0647,17079,17843,2016-10-30
649,S034,C0648,16816,17580,2016-07-17
650,S098,C0649,19675,20439,2017-01-27
651,S011,C0650,10348,11112,2016-08-18
652,S001,C0651,12219,12983,2016-04-01
653,S034,C0652,17067,17831,2016-08-18
654,S016,C0653,15913,16677,2016-03-15
655,S025,C0654,13751,14515,2017-01-19
656,S070,C0655,14964,15728,2016-11-27
657,S024,C0656,14639,15403,2016-10-15
658,S063,C0657,10184,10948,2016-05-25
659,S019,C0658,14662,15426,2016-04-01
660,S064,C0659,19974,20738,2016-10-09
661,S073,C0660,14805,15569,2016-05-30
662,S029,C0661,10620,11384,2017-01-19
663,S095,C0662,13644,14408,2016-10-29
664,S013,C0663,15749,16513,2016-06-28
665,S079,C0664,11154,11918,2016-07-16
666,S049,C0665,10115,10879,2016-04-27
667,S028,C0666,11176,11940,2016-12-22
668,S092,C0667,12087,12851,2017-01-05
669,S076,C0668,13161,13925,2016-03-15
670,S088,C0669,17189,17953,2016-07-18
671,S049,C0670,10873,11637,2016-10-11
672,S006,C0671,17742,18506,2016-02-25
673,S000,C0672,13293,14057,2016-07-30
674,S054,C0673,13888,14652,2016-10-24
675,S006,C0674,18592,19356,2016-05-20
676,S059,C0675,14723,15487,2016-06-11
677,S078,C0676,18676,19440,2016-03-24
678,S086,C0677,13371,14135,2016-06-11
679,S003,C0678,18296,19060,2017-01-16
680,S093,C0679,16773,17537,2016-04-20
681,S056,C0680,15081,15845,2016-03-09
682,S069,C0681,13569,14333,2016-02-18
683,S054,C0682,12099,12863,2016-12-08
684,S012,C0683,18262,19026,2016-09-19
685,S036,C0684,14513,15277,2016-12-06
686,S036,C0685,17858,18622,2016-03-27
687,S037,C0686,11987,12751,2016-07-31
688,S007,C0687,17866,18630,2016-11-21
689,S047,C0688,12129,12893,2016-02-05
690,S094,C0689,17469,18233,2016-06-14
691,S029,C0690,13311,14075,2016-05-18
692,S054,C0691,16003,16767,2016-08-16
693,S090,C0692,15910,16674,2016-10-15
694,S012,C0693,15853,16617,2016-06-19
695,S069,C0694,10446,11210,2016-09-14
696,S088,C0695,10007,10771,2016-12-14
697,S024,C0696,17425,18189,2016-10-28
698,S049,C0697,16975,17739,2016-10-13
699,S044,C0698,18015,18779,2016-02-09
700,S068,C0699,19549,20313,2018-01-05
701,S045,C0700,18511,19275,2017-02-08
702,S029,C0701,14831,15595,2017-09-15
703,S049,C0702,15485,16249,2017-10-08
704,S073,C0703,17625,18389,2017-11-04
705,S062,C0704,17395,18159,2017-06-27
706,S013,C0705,12849,13613,2017-12-08
707,S077,C0706,18477,19241,2017-10-05
708,S071,C0707,19626,20013,2017-08-06
709,S067,C0708,17119,17506,2017-05-26
710,S001,C0709,19655,20042,2017-06-21
711,S041,C0710,17929,18316,2017-11-03
712,S059,C0711,19542,19929,2017-06-19
713,S035,C0712,13357,13744,2017-08-11
714,S025,C0713,15732,16119,2017-08-16
715,S084,C0714,18234,18621,2017-12-11
716,S059,C0715,13696,14083,2017-09-25
717,S034,C0716,14669,15056,2017-05-24
718,S075,C0717,18474,18861,2017-03-22
719,S097,C0718,17238,17625,2017-10-06
720,S078,C0719,11239,11626,2017-04-10
721,S092,C0720,11950,12337,2017-05-14
722,S005,C0721,16665,17052,2018-02-03
723,S007,C0722,19459,19846,2017-05-27
724,S071,C0723,17073,17460,2017-04-11
725,S069,C0724,17008,17395,2017-09-12
726,S092,C0725,11229,11616,2017-09-30
727,S087,C0726,16578,16965,2017-06-05
728,S046,C0727,10827,11214,2017-03-22
729,S022,C0728,12681,13068,2017-03-02
730,S013,C0729,14361,14583,2017-11-28
731,S028,C0730,17202,17424,2017-09-04
732,S035,C0731,19674,19896,2017-12-10
733,S099,C0732,19494,19716,2017-04-16
734,S008,C0733,13005,13227,2018-01-27
735,S007,C0734,11061,11283,2018-01-21
736,S021,C0735,10285,10507,2017-11-07
737,S022,C0736,16303,16525,2017-10-30
738,S095,C0737,19086,19308,2017-03-21
739,S051,C0738,15254,15476,2017-07-27
740,S068,C0739,14374,14596,2017-12-13
741,S013,C0740,16023,16245,2017-11-30
742,S090,C0741,11011,11233,2017-05-13
743,S016,C0742,13199,14198,2017-08-28
744,S059,C0743,18508,19507,2017-07-16
745,S077,C0744,11788,12787,2017-02-05
746,S095,C0745,14600,15599,2017-07-25
747,S085,C0746,12702,13701,2017-09-26
748,S064,C0747,12241,13240,2017-10-19
749,S061,C0748,15606,16605,2017-05-25
750,S020,C0749,15693,16692,2017-06-27
751,S095,C0750,10282,11281,2017-07-27
752,S047,C0751,11647,12646,2017-07-04
753,S042,C0752,17270,17366,2017-05-23
754,S032,C0753,11131,11227,2017-04-25
755,S050,C0754,11897,11993,2017-02-20
756,S028,C0755,15942,16038,2017-06-04
757,S028,C0756,11111,11207,2017-02-07
758,S044,C0757,11445,11541,2017-03-13
759,S026,C0758,12359,12455,2017-12-29
760,S079,C0759,13971,14067,2017-11-05
761,S005,C0760,16399,16495,2018-01-11
762,S052,C0761,14194,14290,2017-09-27
763,S049,C0762,16014,16110,2017-12-14
764,S033,C0763,14673,14769,2017-02-11
765,S084,C0764,14577,14673,2017-02-15
766,S097,C0765,14258,14354,2018-02-01
767,S078,C0766,17640,17736,2017-12-02
768,S061,C0767,12780,12876,2017-11-02
769,S028,C0768,19101,19197,2017-10-10
770,S015,C0769,13445,13541,2017-02-10
771,S028,C0770,16866,16962,2017-08-18
772,S000,C0771,15739,15835,2017-07-16
773,S035,C0772,17126,17222,2017-09-27
774,S009,C0773,17121,17217,2017-06-27
775,S043,C0774,15785,15881,2017-08-13
776,S020,C0775,15902,16540,2017-02-08
777,S015,C0776,10240,10878,2017-12-19
778,S025,C0777,10904,11542,2017-11-24
779,S026,C0778,13439,14077,2018-01-08
780,S091,C0779,19240,19878,2017-05-30
781,S089,C0780,19433,20071,2018-01-05
782,S098,C0781,15308,15946,2017-03-20
783,S039,C0782,10420,11058,2017-07-22
784,S034,C0783,18946,19584,2018-01-06
785,S070,C0784,12978,13616,2017-05-21
786,S092,C0785,11025,11663,2017-07-30
787,S051,C0786,16149,16787,2017-10-19
788,S001,C0787,14177,14815,2018-01-08
789,S062,C0788,11464,12102,2017-06-13
790,S070,C0789,17067,17705,2017-03-27
791,S032,C0790,14178,14816,2017-06-02
792,S036,C0791,12288,12926,2017-03-21
793,S091,C0792,19316,19954,2017-02-18
794,S054,C0793,15744,16382,2017-02-16
795,S010,C0794,12083,12721,2017-06-26
796,S002,C0795,14094,14732,2017-08-24
797,S013,C0796,11880,12518,2017-12-29
798,S090,C0797,14092,14730,2017-12-25
799,S081,C0798,19795,20433,2017-02-23
800,S059,C0799,14130,14768,2017-11-27
801,S057,C0800,15833,16471,2017-05-26
802,S071,C0801,13064,13702,2017-07-26
803,S077,C0802,18405,19043,2018-01-12
804,S029,C0803,17233,17871,2017-04-08
805,S053,C0804,14537,15175,2017-11-05
806,S050,C0805,16388,17026,2017-04-09
807,S096,C0806,16915,17553,2017-11-14
808,S057,C0807,10389,11027,2017-08-07
809,S000,C0808,12588,13226,2018-02-20
810,S070,C0809,18540,18674,2018-01-19
811,S036,C0810,11557,11691,2017-12-29
812,S095,C0811,12503,12637,2017-10-28
813,S025,C0812,11699,11833,2017-10-12
814,S051,C0813,10768,10902,2017-06-27
815,S059,C0814,15419,15553,2017-10-23
816,S043,C0815,10206,10340,2018-01-26
817,S005,C0816,10146,10280,2017-06-14
818,S064,C0817,19919,20053,2017-08-22
819,S038,C0818,16134,16268,2018-02-08
820,S039,C0819,12714,12848,2017-06-19
821,S076,C0820,10100,10234,2018-01-30
822,S061,C0821,13140,13274,2017-03-27
823,S080,C0822,17960,18094,2018-01-23
824,S050,C0823,17964,18098,2017-12-13
825,S091,C0824,14337,14471,2018-01-07
826,S024,C0825,16009,16754,2017-10-31
827,S083,C0826,17585,18330,2017-04-21
828,S023,C0827,18380,19125,2017-11-22
829,S017,C0828,13939,14684,2017-11-02
830,S060,C0829,11832,12577,2017-09-08
831,S094,C0830,17154,17899,2017-10-17
832,S005,C0831,10708,11453,2018-01-07
833,S062,C0832,15107,15852,2017-07-04
834,S065,C0833,10528,11273,2017-12-11
835,S037,C0834,14086,14831,2018-02-14
836,S069,C0835,12962,13707,2017-06-16
837,S083,C0836,13713,14458,2017-11-04
838,S042,C0837,16933,17678,2017-06-01
839,S031,C0838,10970,11715,2017-06-24
840,S036,C0839,16262,17007,2018-01-30
841,S061,C0840,13871,14616,2017-10-28
842,S005,C0841,14928,15673,2017-11-29
843,S041,C0842,18641,19386,2017-08-08
844,S027,C0843,19028,19773,2017-10-26
845,S073,C0844,16709,17454,2017-08-06
846,S017,C0845,14490,15235,2017-07-27
847,S076,C0846,12197,12942,2017-08-27
848,S067,C0847,14329,15074,2017-07-31
849,S069,C0848,18544,19289,2017-07-18
850,S026,C0849,11085,11830,2017-07-26
851,S007,C0850,12818,13563,2018-02-28
852,S047,C0851,15456,16201,2018-02-21
853,S054,C0852,12149,12894,2017-11-04
854,S015,C0853,15721,16466,2017-08-27
855,S068,C0854,15907,16652,2017-04-24
856,S002,C0855,19306,20051,2017-06-29
857,S031,C0856,15682,16427,2017-11-30
858,S026,C0857,10618,11363,2018-01-02
859,S005,C0858,12366,13111,2018-03-18
860,S071,C0859,14365,15110,2018-01-04
861,S062,C0860,16516,17261,2017-03-25
862,S048,C0861,16634,17379,2018-02-22
863,S093,C0862,12767,13512,2017-11-24
864,S076,C0863,17236,17981,2018-02-06
865,S093,C0864,19803,20548,2017-08-12
866,S013,C0865,18740,19485,2018-01-29
867,S084,C0866,16636,17381,2018-03-01
868,S084,C0867,16679,17424,2018-02-08
869,S024,C0868,13280,14025,2017-09-23
870,S050,C0869,16288,17033,2017-11-11
871,S091,C0870,18112,18857,2017-11-16
872,S066,C0871,17433,18178,2018-02-04
873,S010,C0872,15330,16075,2018-01-25
874,S034,C0873,15001,15746,2017-03-31
875,S082,C0874,17071,17816,2017-08-10
876,S016,C0875,12658,13403,2017-11-25
877,S098,C0876,10023,10768,2017-11-19
878,S011,C0877,12453,13198,2017-06-18
879,S063,C0878,14876,15621,2017-07-30
880,S030,C0879,14852,15597,2017-05-17
881,S072,C0880,17692,18437,2018-01-27
882,S009,C0881,19189,19934,2017-05-04
883,S060,C0882,12987,13732,2017-07-15
884,S023,C0883,17330,18075,2017-10-09
885,S017,C0884,11512,12257,2018-02-07
886,S040,C0885,14087,14832,2017-09-08
887,S023,C0886,15371,16116,2017-06-28
888,S068,C0887,11878,12223,2017-05-21
889,S016,C0888,11780,12125,2017-11-18
890,S006,C0889,17199,17544,2017-10-20
891,S034,C0890,17249,17594,2017-06-09
892,S040,C0891,16934,17279,2017-03-24
893,S013,C0892,14533,14878,2017-04-18
894,S049,C0893,18743,19088,2017-07-17
895,S078,C0894,16718,17063,2017-12-29
896,S055,C0895,14394,14739,2017-05-03
897,S081,C0896,14293,14638,2017-11-23
898,S012,C0897,12621,12966,2017-10-11
899,S027,C0898,13153,13498,2018-01-23
900,S040,C0899,15171,15516,2018-10-08
901,S071,C0900,12979,13324,2018-01-12
902,S018,C0901,14939,15284,2018-04-21
903,S000,C0902,10293,10638,2018-11-12
904,S049,C0903,18341,18686,2018-09-15
905,S060,C0904,12869,13214,2018-12-09
906,S051,C0905,14768,15113,2018-12-19
907,S001,C0906,11280,11625,2018-07-02
908,S093,C0907,13237,13582,2018-05-09
909,S058,C0908,15563,15908,2018-09-12
910,S071,C0909,10447,10792,2018-10-08
911,S053,C0910,19677,20022,2018-03-20
912,S026,C0911,18203,18548,2018-04-09
913,S056,C0912,18446,18791,2018-03-26
914,S059,C0913,16762,17107,2018-12-21
915,S008,C0914,17434,17779,2018-06-07
916,S059,C0915,18923,19268,2018-12-28
917,S044,C0916,10887,11232,2018-06-25
918,S010,C0917,13926,14271,2018-07-21
919,S011,C0918,12826,13171,2018-04-24
920,S037,C0919,13581,13926,2018-06-21
921,S019,C0920,12246,12591,2018-06-28
922,S098,C0921,15987,16332,2018-02-12
923,S033,C0922,17214,17559,2018-10-08
924,S028,C0923,12122,12467,2018-11-20
925,S006,C0924,19865,20210,2018-11-11
926,S015,C0925,15812,16157,2018-04-28
927,S009,C0926,18994,19339,2018-01-29
928,S051,C0927,18518,18863,2018-02-05
929,S050,C0928,15473,15818,2018-05-20
930,S064,C0929,11269,11614,2018-01-09
931,S038,C0930,12410,12755,2018-08-01
932,S036,C0931,16932,17277,2018-08-25
933,S009,C0932,17950,18295,2018-03-22
934,S080,C0933,10008,10353,2018-10-24
935,S061,C0934,12778,13123,2018-02-27
936,S085,C0935,13330,13675,2018-03-08
937,S075,C0936,11405,11750,2018-11-23
938,S016,C0937,15114,16157,2018-01-15
939,S060,C0938,10524,11567,2018-02-24
940,S062,C0939,10030,11073,2018-11-08
941,S012,C0940,15535,16578,2018-10-07
942,S084,C0941,12697,13740,2018-12-28
943,S044,C0942,16231,17274,2018-03-01
944,S045,C0943,14061,15104,2018-11-02
945,S087,C0944,11968,13011,2018-07-21
946,S019,C0945,15915,16958,2018-09-24
947,S066,C0946,14246,15289,2018-08-23
948,S035,C0947,11825,12868,2018-09-11
949,S018,C0948,13965,15008,2018-10-08
950,S088,C0949,13121,14164,2018-03-19
951,S031,C0950,18376,19419,2018-07-05
952,S068,C0951,12289,12633,2018-06-17
953,S031,C0952,17646,17990,2018-09-15
954,S023,C0953,15299,15643,2018-07-30
955,S020,C0954,12294,12638,2018-07-30
956,S001,C0955,12333,12677,2018-05-06
957,S060,C0956,17039,17383,2018-10-29
958,S093,C0957,19674,20018,2018-05-25
959,S094,C0958,17735,18079,2018-11-01
960,S021,C0959,19610,19954,2018-04-05
961,S075,C0960,19322,19666,2018-10-19
962,S007,C0961,12832,13176,2018-09-07
963,S033,C0962,12219,12563,2018-06-30
964,S038,C0963,18338,18682,2018-05-16
965,S020,C0964,13130,13474,2018-07-15
966,S049,C0965,18854,19198,2018-09-12
967,S025,C0966,12131,12475,2018-02-22
968,S084,C0967,12580,12924,2018-06-18
969,S061,C0968,13080,13424,2018-10-21
970,S054,C0980,17498,17842,2018-04-01
971,S014,C0981,10691,11035,2018-03-27
972,S066,C0987,14653,14997,2018-02-15
973,S046,C0988,19676,20020,2018-05-24
974,S086,C0989,15711,16055,2018-08-20
975,S092,C0990,11800,12144,2018-03-18
976,S085,C0991,19188,19532,2018-07-16
